UID|User|AllocTRES|AveDiskRead|AveDiskWrite|CPUTimeRAW|TotalCPU|ElapsedRaw|State|Partition|
||cpu=1,mem=12G,node=1|0|0|4|00:03.334|4|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|4|00:00.001|4|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||4|00:03.337|4|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|0|0|4|00:03.336|4|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|4|00:00.001|4|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||4|00:03.359|4|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|0|0|4|00:03.357|4|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0|0|4|00:00.001|4|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||4|00:04.379|4|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|0|0.00M|4|00:04.377|4|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|4|00:00.001|4|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||4|00:04.357|4|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|0|0|4|00:04.354|4|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0|0|5|00:00.002|5|COMPLETED||
1053853|bohanw|billing=1,cpu=1,mem=1G,node=1|||2|00:00.083|2|FAILED|compute|
||billing=1,cpu=1,mem=1G,node=1|0|0|2|00:00.002|2|COMPLETED||
||cpu=1,mem=1G,node=1|0|0.00M|1|00:00.081|1|FAILED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||144|00:26.237|144|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|41.83M|0.00M|144|00:26.235|144|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|144|00:00.001|144|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||144|00:26.260|144|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|41.83M|0.00M|144|00:26.258|144|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|144|00:00.001|144|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||141|00:26.183|141|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|43.08M|0.00M|141|00:26.181|141|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|141|00:00.001|141|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||141|00:26.300|141|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|43.08M|0.00M|141|00:26.298|141|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|141|00:00.001|141|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||95|00:28.373|95|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|46.97M|0.06M|95|00:28.373|95|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|95|00:00:00|95|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||95|00:28.428|95|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|46.97M|0.06M|95|00:28.427|95|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|95|00:00:00|95|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||95|00:27.922|95|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|46.97M|0.06M|95|00:27.920|95|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|95|00:00.001|95|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||95|00:27.970|95|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|46.97M|0.06M|95|00:27.968|95|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|95|00:00.001|95|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||95|00:28.019|95|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|46.97M|0.06M|95|00:28.017|95|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|95|00:00.001|95|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||95|00:28.547|95|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|46.97M|0.06M|95|00:28.545|95|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|95|00:00.002|95|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||95|00:27.885|95|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|46.97M|0.06M|95|00:27.883|95|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|95|00:00.001|95|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||95|00:27.845|95|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|46.97M|0.06M|95|00:27.843|95|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|95|00:00.001|95|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||93|00:27.813|93|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|46.93M|0.03M|93|00:27.812|93|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|93|00:00.001|93|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||93|00:28.195|93|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|46.93M|0.03M|93|00:28.194|93|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|93|00:00.001|93|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||93|00:27.487|93|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|46.93M|0.03M|93|00:27.485|93|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|93|00:00.001|93|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||93|00:27.559|93|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|46.93M|0.03M|93|00:27.557|93|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|93|00:00.001|93|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||93|00:27.652|93|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|46.93M|0.03M|93|00:27.650|93|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|93|00:00.002|93|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||93|00:27.629|93|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|46.93M|0.03M|93|00:27.627|93|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|93|00:00.001|93|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||93|00:27.677|93|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|46.93M|0.03M|93|00:27.676|93|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|93|00:00.001|93|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||93|00:28.116|93|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|46.93M|0.03M|93|00:28.114|93|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|93|00:00.001|93|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||93|00:28.035|93|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|46.93M|0.03M|93|00:28.033|93|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|93|00:00.001|93|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||93|00:27.819|93|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|46.93M|0.03M|93|00:27.817|93|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|93|00:00.001|93|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||92|00:27.483|92|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.00M|0.03M|92|00:27.481|92|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|92|00:00.001|92|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||92|00:28.152|92|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|46.93M|0.03M|92|00:28.150|92|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|92|00:00.002|92|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||92|00:26.710|92|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.00M|0.03M|92|00:26.709|92|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|92|00:00:00|92|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||92|00:26.416|92|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.00M|0.03M|92|00:26.415|92|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|92|00:00.001|92|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||92|00:26.302|92|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.00M|0.03M|92|00:26.300|92|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|92|00:00.001|92|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||92|00:26.388|92|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.00M|0.03M|92|00:26.387|92|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|92|00:00.001|92|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||92|00:26.438|92|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.00M|0.03M|92|00:26.436|92|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|92|00:00.001|92|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||92|00:26.516|92|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.00M|0.03M|92|00:26.515|92|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|92|00:00:00|92|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||92|00:26.459|92|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.00M|0.03M|92|00:26.457|92|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|92|00:00.001|92|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||92|00:26.383|92|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.06M|0.03M|92|00:26.381|92|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|92|00:00.001|92|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||81|00:25.653|81|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|42.48M|0.03M|81|00:25.651|81|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|81|00:00.001|81|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||81|00:25.709|81|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|42.48M|0.03M|81|00:25.707|81|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|81|00:00.001|81|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||81|00:25.814|81|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|42.48M|0.03M|81|00:25.812|81|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|81|00:00.001|81|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||81|00:25.754|81|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|42.46M|0.03M|81|00:25.753|81|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|81|00:00.001|81|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||81|00:25.701|81|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|42.46M|0.03M|81|00:25.699|81|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|81|00:00.001|81|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||81|00:25.661|81|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|42.46M|0.03M|81|00:25.659|81|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|81|00:00.001|81|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||81|00:25.738|81|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|42.46M|0.03M|81|00:25.737|81|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|81|00:00.001|81|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||81|00:25.565|81|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|42.46M|0.03M|81|00:25.563|81|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|81|00:00.001|81|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||92|00:27.815|92|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|92|00:27.813|92|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|92|00:00.002|92|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||92|00:28.075|92|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|92|00:28.074|92|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|92|00:00.001|92|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.796|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.794|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.972|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.970|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.002|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.796|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.794|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:28.076|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:28.075|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:28.074|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:28.073|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|92|00:00.001|92|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.962|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.960|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|92|00:00.001|92|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:28.195|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:28.193|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|92|00:00.001|92|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||92|00:28.443|92|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|92|00:28.441|92|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|92|00:00.001|92|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||92|00:28.073|92|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|92|00:28.071|92|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|92|00:00.001|92|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.957|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.956|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:28.004|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:28.003|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||92|00:28.163|92|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|92|00:28.161|92|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|92|00:00.002|92|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.991|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.989|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.002|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.996|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.994|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.994|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.992|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||92|00:28.362|92|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|92|00:28.359|92|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|92|00:00.002|92|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.896|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.893|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.002|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:28.438|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:28.436|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.002|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.641|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.639|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.299|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.297|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.119|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.117|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.197|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.196|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.594|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.592|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.220|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.219|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00:00|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.351|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.349|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.490|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.489|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.226|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.224|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.248|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.246|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.329|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.328|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.147|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.145|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.584|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.582|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.051|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.049|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.214|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.212|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||91|00:27.185|91|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|47.01M|0.00M|91|00:27.183|91|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|91|00:00.001|91|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||17|00:16.273|17|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|0|0|17|00:16.271|17|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|17|00:00.001|17|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||17|00:16.262|17|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|0|0|17|00:16.260|17|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|17|00:00.001|17|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||17|00:16.268|17|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|0|0|17|00:16.268|17|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|17|00:00:00|17|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||17|00:16.199|17|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|0|0|17|00:16.197|17|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0|0|17|00:00.001|17|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||114|00:25.559|114|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|37.50M|0.00M|114|00:25.557|114|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|114|00:00.001|114|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||114|00:25.514|114|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|37.48M|0.00M|114|00:25.512|114|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|114|00:00.001|114|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||114|00:28.109|114|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|37.50M|0.00M|114|00:28.107|114|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|114|00:00.001|114|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||114|00:28.102|114|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|37.50M|0.00M|114|00:28.101|114|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|114|00:00:00|114|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||18|00:17.969|18|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|0|0|18|00:17.968|18|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|18|00:00.001|18|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||18|00:17.946|18|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|0|0.00M|18|00:17.944|18|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|18|00:00.001|18|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||18|00:17.931|18|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|0|0.00M|18|00:17.930|18|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|18|00:00.001|18|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||18|00:17.747|18|FAILED|compute-hugemem|
||cpu=1,mem=12G,node=1|0|0.00M|18|00:17.745|18|FAILED||
||billing=3,cpu=1,mem=12G,node=1|0.00M|0.00M|18|00:00.001|18|COMPLETED||
1192234|gvisan01|billing=3,cpu=1,mem=12G,node=1|||18|00:17.915|18|FAILED|compute-hugemem|
